"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"ALKBH3",0.000995475557025,1.70170194674478,0.5,0.083,1,"HSC_CD34+"
"AFF1",0.001006739069369,1.77953088522203,0.5,0.083,1,"HSC_CD34+"
"HIF3A",0.001033483228864,0.886748726818814,0.25,0.021,1,"HSC_CD34+"
"CPA3",0.001048128189011,2.60492505870421,0.25,0.02,1,"HSC_CD34+"
"KCTD15",0.001124462819363,0.915720960640888,0.25,0.021,1,"HSC_CD34+"
"DDX24",0.001301753808215,1.92027590314637,1,0.464,1,"HSC_CD34+"
"GCLM",0.001311833445573,1.1418157432554,0.5,0.083,1,"HSC_CD34+"
"FAM111B",0.00139137437519,1.67215240537521,0.25,0.022,1,"HSC_CD34+"
"SOX17",0.001527608808839,2.78393301081006,0.25,0.022,1,"HSC_CD34+"
"SH3BGRL",0.001548594640666,1.49127489613558,1,0.458,1,"HSC_CD34+"
"AKAP8",0.001556813011076,1.45080732759457,0.5,0.088,1,"HSC_CD34+"
"ZNF184",0.001586271637322,1.07509068542898,0.25,0.022,1,"HSC_CD34+"
"AC138393.1",0.001589703185711,1.3810940459671,0.25,0.022,1,"HSC_CD34+"
"NR4A2",0.00173980167281,1.67623373058979,0.75,0.199,1,"HSC_CD34+"
"STC2",0.001749266771801,1.67440097152544,0.25,0.023,1,"HSC_CD34+"
"CDHR1",0.001778710918494,1.09038167546137,0.25,0.023,1,"HSC_CD34+"
"CA13",0.001817867635422,0.9151509739027,0.25,0.023,1,"HSC_CD34+"
"PRKCB",0.001907370252573,2.76246666409871,0.5,0.088,1,"HSC_CD34+"
"ARHGEF15",0.002039672946211,1.06295363840449,0.25,0.023,1,"HSC_CD34+"
"MED1",0.002147148567459,1.74980570810332,0.5,0.094,1,"HSC_CD34+"
"WDR47",0.002282570754131,1.07375467842631,0.25,0.024,1,"HSC_CD34+"
"F8",0.002393393168019,0.878803112797036,0.25,0.024,1,"HSC_CD34+"
"NPHP3",0.002441550292272,1.637328264452,0.5,0.095,1,"HSC_CD34+"
"RNF144A",0.002746087704916,1.06568028856911,0.25,0.024,1,"HSC_CD34+"
"FAM212A",0.002779663340047,1.0495939604408,0.25,0.024,1,"HSC_CD34+"
"MGLL",0.002818482555843,2.0439585809704,0.75,0.254,1,"HSC_CD34+"
"LNX1",0.002950691384068,0.906892508807272,0.25,0.025,1,"HSC_CD34+"
"HPGDS",0.003017561748397,1.42595717079607,0.25,0.024,1,"HSC_CD34+"
"CCSAP",0.003052494046614,0.904387887389512,0.25,0.025,1,"HSC_CD34+"
"PHF20",0.003063051138701,1.95417421227272,0.75,0.262,1,"HSC_CD34+"
"GATA2",0.003167875334958,1.60802499545206,0.25,0.025,1,"HSC_CD34+"
"HYAL1",0.003271461005263,0.906342882342473,0.25,0.025,1,"HSC_CD34+"
"RGS13",0.003394500138823,0.918095373971716,0.25,0.024,1,"HSC_CD34+"
"C8orf34",0.00356499675914,0.896893355173106,0.25,0.025,1,"HSC_CD34+"
"ZNF736",0.003815092899498,0.894631115295641,0.25,0.026,1,"HSC_CD34+"
"ZNF234",0.003870437836433,1.06475504827886,0.25,0.026,1,"HSC_CD34+"
"OTUD5",0.004293624792589,1.40681969170915,0.5,0.105,1,"HSC_CD34+"
"ZNF888",0.004345808642729,0.905092162635791,0.25,0.026,1,"HSC_CD34+"
"IDO1",0.004396701756086,2.32859639231438,0.75,0.289,1,"HSC_CD34+"
"PPP1R16B",0.004548188020393,1.33054704673003,0.25,0.027,1,"HSC_CD34+"
"MYCT1",0.004578706653574,0.853408333019163,0.25,0.026,1,"HSC_CD34+"
"BTNL9",0.004736108618846,1.84677419000404,0.25,0.027,1,"HSC_CD34+"
"Z84488.2",0.004809150807265,0.83025815797846,0.25,0.027,1,"HSC_CD34+"
"TBC1D24",0.004809496182877,1.07399740446573,0.25,0.027,1,"HSC_CD34+"
"BACH1",0.004892596346902,1.6971016218861,0.5,0.109,1,"HSC_CD34+"
"FAR1",0.005152759061396,1.7367567065323,0.5,0.111,1,"HSC_CD34+"
"PRKY",0.005194564811373,0.868033833994724,0.25,0.027,1,"HSC_CD34+"
"TM4SF18",0.005212503353276,0.808438103011693,0.25,0.027,1,"HSC_CD34+"
"CLIC1",0.005446206501284,1.22837476855325,1,0.745,1,"HSC_CD34+"
"PRMT9",0.005457743697677,1.26444801413493,0.5,0.104,1,"HSC_CD34+"
"ELMSAN1",0.005497893955487,1.59375624732344,0.5,0.11,1,"HSC_CD34+"
"BCAM",0.005525885972464,1.27181725187566,0.5,0.104,1,"HSC_CD34+"
"RCBTB1",0.005638450530694,1.37142708005743,0.25,0.028,1,"HSC_CD34+"
"STRBP",0.005738935081185,1.82778512557546,0.5,0.112,1,"HSC_CD34+"
"AC100757.3",0.005754688905562,1.56986714021447,0.5,0.112,1,"HSC_CD34+"
"PRRT2",0.006365817150868,1.64800557600371,0.25,0.029,1,"HSC_CD34+"
"ZNF134",0.006464015924567,1.05051863995966,0.25,0.029,1,"HSC_CD34+"
"RIMKLB",0.007618663963395,1.35595894577437,0.25,0.03,1,"HSC_CD34+"
"ZNF682",0.007637603326006,0.86227110595108,0.25,0.029,1,"HSC_CD34+"
"SIDT1",0.007952015307664,1.33793825125078,0.25,0.03,1,"HSC_CD34+"
"PELI1",0.008314250798094,1.3449033611089,0.5,0.118,1,"HSC_CD34+"
"MT-ATP6",0.008698664393418,1.27436336546692,1,0.988,1,"HSC_CD34+"
"GABPB2",0.009150770073181,1.56619797864602,0.5,0.122,1,"HSC_CD34+"
"TESPA1",0.00918219514683,0.990367435763814,0.25,0.031,1,"HSC_CD34+"
"MDM2",0.009561958091884,1.35589158789714,0.5,0.123,1,"HSC_CD34+"
"SPINK1",1.86764028007511E-17,2.64638789317035,0.8,0.163,4.55965697977537E-13,"iPS_cells"
"RRM2",1.54821510708687E-15,0.917149389751383,0.45,0.053,3.77981236244188E-11,"iPS_cells"
"DLGAP5",1.02043222317739E-14,0.789261079245987,0.3,0.026,2.49128322966528E-10,"iPS_cells"
"UBE2C",4.85218873812459E-11,1.04929320780989,0.5,0.086,1.18461335852574E-06,"iPS_cells"
"SATB2",8.05001835611327E-10,0.764267493851896,0.35,0.052,1.96533148146149E-05,"iPS_cells"
"HMMR",5.10908578527566E-09,1.2423746916282,0.3,0.042,0.000124733220362,"iPS_cells"
"HEPH",8.99208717547553E-09,1.18885635214192,0.45,0.095,0.000219532816302,"iPS_cells"
"CENPF",6.29748263657723E-08,1.27269668056075,0.35,0.061,0.001537467410894,"iPS_cells"
"AC008397.1",9.07156560518038E-08,1.22941924271211,0.35,0.064,0.002214732026849,"iPS_cells"
"MAL2",9.65488207989431E-08,1.19223351292924,0.55,0.146,0.002357142910985,"iPS_cells"
"EPCAM",1.29133006876811E-07,1.1564645666034,0.8,0.27,0.00315265322989,"iPS_cells"
"CXADR",4.34910760595212E-07,1.041867818547,0.45,0.11,0.010617911309172,"iPS_cells"
"CFTR",4.67967658740172E-07,0.851376860303131,0.3,0.052,0.011424962420483,"iPS_cells"
"EIF3B",5.25214922184539E-07,1.08033322978324,0.55,0.16,0.012822597110213,"iPS_cells"
"CD24",5.86815539668331E-07,1.63076218413074,0.7,0.26,0.014326514585463,"iPS_cells"
"QPRT",1.47584731131568E-06,0.931965394068172,0.45,0.116,0.036031336258461,"iPS_cells"
"ZWINT",2.0607481886412E-06,0.769679202297876,0.35,0.074,0.050311106277486,"iPS_cells"
"RPL37A",2.15011477925071E-06,0.872668380722644,1,0.983,0.052492902220627,"iPS_cells"
"TFF3",3.64367784098556E-06,1.15918464841533,0.8,0.389,0.088956750809821,"iPS_cells"
"CENPX",4.16350794658049E-06,1.16224369398532,0.7,0.294,0.101647883007816,"iPS_cells"
"NR2F6",4.61871503821203E-06,0.926357672648486,0.4,0.106,0.112761308942909,"iPS_cells"
"NT5DC2",6.37273874818342E-06,0.764596576716354,0.3,0.06,0.15558404379815,"iPS_cells"
"SLC39A4",6.70071678688044E-06,1.20959915760801,0.55,0.192,0.163591299634899,"iPS_cells"
"ASCL2",7.85616928128586E-06,0.951966998994702,0.3,0.062,0.191800516833313,"iPS_cells"
"PPP1R16A",8.79999026015875E-06,0.874880201060351,0.45,0.132,0.214842962211516,"iPS_cells"
"CDX2",9.61941879489176E-06,1.27922196932803,0.35,0.084,0.234848490458487,"iPS_cells"
"C12orf43",1.01062086559888E-05,0.82870886080378,0.35,0.083,0.246732978127311,"iPS_cells"
"CLDN4",1.07758113973311E-05,1.26956270432011,0.6,0.208,0.263080659454442,"iPS_cells"
"PLS1",1.49693432450464E-05,0.789568363609953,0.4,0.101,0.365461545984562,"iPS_cells"
"ECT2",1.79982514262086E-05,1.39497239785347,0.3,0.07,0.439409310319456,"iPS_cells"
"RABL6",2.01228847399082E-05,1.07180447897516,0.5,0.171,0.491280108040119,"iPS_cells"
"MT1G",2.17777117313185E-05,1.00408205252114,0.4,0.115,0.531681054208411,"iPS_cells"
"ST14",2.18843210543775E-05,0.89670511122566,0.45,0.143,0.534283814221572,"iPS_cells"
"ATP1B1",2.29007113951339E-05,2.07285613432911,0.55,0.229,0.5590979680008,"iPS_cells"
"RPL12",2.68369761363125E-05,0.775336794643168,1,0.986,0.655197935391935,"iPS_cells"
"CCDC34",2.92844260651567E-05,1.16772559743652,0.4,0.116,0.714949977954736,"iPS_cells"
"PTGES2",3.69693355707795E-05,0.915730315943603,0.55,0.2,0.902569358625012,"iPS_cells"
"CASP6",3.88336680687912E-05,0.889931801994939,0.4,0.116,0.948085172231467,"iPS_cells"
"SLC12A2",4.06205494838349E-05,1.53846970705476,0.45,0.156,0.991710095098345,"iPS_cells"
"HMGB3",4.46822933597108E-05,0.929980779189782,0.4,0.115,1,"iPS_cells"
"CCNB2",4.63798535994484E-05,0.811043113847276,0.25,0.052,1,"iPS_cells"
"STK38L",4.76600280337855E-05,0.909938023603397,0.4,0.119,1,"iPS_cells"
"CKS2",4.88083379101748E-05,1.6541312045038,0.6,0.233,1,"iPS_cells"
"ZNF664",4.89569318707288E-05,0.892098191343045,0.4,0.119,1,"iPS_cells"
"FERMT1",7.42857040310154E-05,1.14671284789651,0.4,0.128,1,"iPS_cells"
"KLF5",7.55103258003467E-05,0.886484886286766,0.45,0.151,1,"iPS_cells"
"SOX9",9.240977056541E-05,1.51028080094479,0.35,0.105,1,"iPS_cells"
"CEACAM5",9.79901731096646E-05,1.789151867219,0.55,0.218,1,"iPS_cells"
"FAM84A",0.000115628833483,1.12809257024403,0.35,0.106,1,"iPS_cells"
"SMIM22",0.000123689719931,1.00978894225132,0.55,0.21,1,"iPS_cells"
"WFDC2",0.000131830133242,0.765234048179767,0.35,0.098,1,"iPS_cells"
"RPS21",0.000132836638529,0.833363381176779,1,0.951,1,"iPS_cells"
"UQCRQ",0.000143118145643,1.36921660944958,0.8,0.662,1,"iPS_cells"
"GPX2",0.000155906643199,1.31349389174004,0.6,0.26,1,"iPS_cells"
"RPLP0",0.000157236973653,0.785095771420824,0.95,0.943,1,"iPS_cells"
"TMEM141",0.000176027854587,1.24905081594039,0.65,0.331,1,"iPS_cells"
"TSPAN8",0.000241116120988,1.28541502574077,0.6,0.284,1,"iPS_cells"
"PTK6",0.000253802370726,0.768989471348349,0.35,0.103,1,"iPS_cells"
"PPA1",0.000295236272089,0.810941812569878,0.8,0.496,1,"iPS_cells"
"PTTG1",0.000304881670524,1.25023988777481,0.45,0.162,1,"iPS_cells"
"PET117",0.000327985373726,0.970907077996039,0.3,0.083,1,"iPS_cells"
"CCNB1",0.00035835515397,0.873188886820532,0.25,0.061,1,"iPS_cells"
"PSMB5",0.000390439915769,0.937511732559128,0.7,0.375,1,"iPS_cells"
"SNRPF",0.000446215838645,0.983228483480874,0.75,0.488,1,"iPS_cells"
"SINHCAF",0.000485037769421,1.07575158683805,0.45,0.189,1,"iPS_cells"
"RPL8",0.000588640368672,0.785168404480316,0.95,0.984,1,"iPS_cells"
"HIST1H4C",0.000600901753288,1.44112585390545,0.6,0.318,1,"iPS_cells"
"THOC2",0.000738059314584,1.03362117470065,0.55,0.257,1,"iPS_cells"
"SOX4",0.000821973541126,1.69587941154281,0.5,0.226,1,"iPS_cells"
"TOMM5",0.000974991463095,0.963795383122889,0.7,0.461,1,"iPS_cells"
"ZNF281",0.001023955417904,0.813025312231272,0.35,0.12,1,"iPS_cells"
"COX6A1",0.001118623640714,0.780076652971957,0.85,0.72,1,"iPS_cells"
"PRDX5",0.001122190447206,0.977704136918494,0.8,0.628,1,"iPS_cells"
"HIST1H2BG",0.001270678400781,0.797478190816006,0.3,0.094,1,"iPS_cells"
"PRAC1",0.001414287576387,2.16647263194255,0.3,0.105,1,"iPS_cells"
"MT-CO2",0.001433588079432,0.983482001726942,0.95,0.996,1,"iPS_cells"
"VEGFA",0.001559031855096,1.18261689861129,0.35,0.123,1,"iPS_cells"
"CISD1",0.001595750317793,1.12559743245526,0.55,0.275,1,"iPS_cells"
"C4orf48",0.001976193904822,0.990516178346315,0.65,0.407,1,"iPS_cells"
"ELF3",0.002133891485182,2.01445820248628,0.5,0.22,1,"iPS_cells"
"ACY1",0.002290024423294,0.896308384585161,0.3,0.101,1,"iPS_cells"
"COX7B",0.002313001196455,0.847770051588068,0.8,0.641,1,"iPS_cells"
"RPL36A",0.0024943173019,1.05683864997988,1,0.961,1,"iPS_cells"
"C12orf75",0.002743089026027,1.2389044113547,0.55,0.299,1,"iPS_cells"
"NDUFV3",0.002743664788478,1.1331092763939,0.5,0.256,1,"iPS_cells"
"PHGR1",0.002800733370256,0.751999591808652,0.65,0.418,1,"iPS_cells"
"SRPK1",0.00308465476421,0.846689154505521,0.4,0.169,1,"iPS_cells"
"CKB",0.003261933036295,1.08735123129805,0.4,0.185,1,"iPS_cells"
"CCT2",0.003294011795953,1.02873326911784,0.55,0.299,1,"iPS_cells"
"BUB3",0.003477179984428,0.995762447037653,0.6,0.317,1,"iPS_cells"
"ELOC",0.003592604594838,1.06940774847933,0.7,0.435,1,"iPS_cells"
"PERP",0.003680979393283,1.03578476722789,0.55,0.278,1,"iPS_cells"
"SLIRP",0.003965613018922,0.863817245822593,0.8,0.583,1,"iPS_cells"
"CROCCP2",0.00472301989703,0.75195942662146,0.25,0.081,1,"iPS_cells"
"MT-ND4",0.005057528065711,0.772942862198444,1,0.993,1,"iPS_cells"
"RAD23B",0.005081321927006,0.824686226525048,0.5,0.259,1,"iPS_cells"
"HSPE1",0.005725031367382,0.82661726840383,0.8,0.599,1,"iPS_cells"
"PRELID3B",0.00595257178343,0.797402059411861,0.5,0.231,1,"iPS_cells"
"RNASEH2A",0.00637233209471,0.781739774779219,0.3,0.118,1,"iPS_cells"
"SPAG16",0.006558684152299,0.915495803758842,0.3,0.123,1,"iPS_cells"
"PAGR1",0.006982496375865,0.811052971293764,0.4,0.181,1,"iPS_cells"
"CLDN3",0.007190268728258,0.753827841445242,0.45,0.21,1,"iPS_cells"
"TRIM28",0.007374122040804,0.856579092179079,0.4,0.175,1,"iPS_cells"
"SLC25A39",0.009418497893419,0.834942173305608,0.55,0.307,1,"iPS_cells"
"MCM7",0.009976140854011,0.990578408536154,0.3,0.121,1,"iPS_cells"
"SPP1",0,5.05433542152948,0.495,0.085,0,"Macrophage"
"APOC1",0,4.56702108725931,0.702,0.093,0,"Macrophage"
"C1QB",0,4.29817350355311,0.86,0.081,0,"Macrophage"
"APOE",0,4.26039972217463,0.799,0.149,0,"Macrophage"
"C1QA",0,4.25182394860798,0.88,0.085,0,"Macrophage"
"FTL",0,3.82866617265407,0.999,0.976,0,"Macrophage"
"CCL18",0,3.79235603964254,0.393,0.031,0,"Macrophage"
"C1QC",0,3.78940941411792,0.834,0.047,0,"Macrophage"
"RNASE1",0,3.72070971528381,0.699,0.173,0,"Macrophage"
"TYROBP",0,3.50203922596762,0.988,0.145,0,"Macrophage"
"FCER1G",0,3.4477062875406,0.981,0.133,0,"Macrophage"
"CTSD",0,3.32384454097711,0.912,0.463,0,"Macrophage"
"AIF1",0,3.10386792288304,0.948,0.091,0,"Macrophage"
"LYZ",0,3.04667815328784,0.875,0.238,0,"Macrophage"
"CTSB",0,3.04333305378685,0.935,0.456,0,"Macrophage"
"MMP12",0,3.01255430744838,0.276,0.026,0,"Macrophage"
"CD14",0,2.98580870106981,0.82,0.082,0,"Macrophage"
"HLA-DRA",0,2.89767137960961,0.979,0.395,0,"Macrophage"
"IFI30",0,2.89570795917975,0.894,0.217,0,"Macrophage"
"HLA-DRB1",0,2.77375436157443,0.926,0.304,0,"Macrophage"
"CD68",0,2.74193866910664,0.862,0.155,0,"Macrophage"
"MS4A6A",0,2.73676176409746,0.786,0.06,0,"Macrophage"
"AC007192.1",0,2.65857583837064,0.851,0.227,0,"Macrophage"
"HLA-DPA1",0,2.62853703093736,0.924,0.341,0,"Macrophage"
"PSAP",0,2.60342830619566,0.965,0.568,0,"Macrophage"
"CTSL",0,2.56059493026702,0.743,0.181,0,"Macrophage"
"GPX1",0,2.50074789113699,0.97,0.59,0,"Macrophage"
"CD74",0,2.4268922916277,0.976,0.646,0,"Macrophage"
"NPC2",0,2.41807692869976,0.969,0.542,0,"Macrophage"
"CXCL8",0,2.41279672266987,0.507,0.124,0,"Macrophage"
"HLA-DPB1",0,2.41261915672048,0.935,0.343,0,"Macrophage"
"MS4A7",0,2.41255396795461,0.775,0.048,0,"Macrophage"
"GLUL",0,2.40481327694353,0.874,0.304,0,"Macrophage"
"GPNMB",0,2.342152819169,0.753,0.128,0,"Macrophage"
"MS4A4A",0,2.33350269119578,0.718,0.028,0,"Macrophage"
"LGMN",0,2.294157473686,0.706,0.191,0,"Macrophage"
"HLA-DQA1",0,2.27511393685893,0.765,0.162,0,"Macrophage"
"CTSZ",0,2.27039012062743,0.807,0.284,0,"Macrophage"
"FTH1",0,2.23547612717668,1,0.984,0,"Macrophage"
"S100A9",0,2.23079067886278,0.704,0.091,0,"Macrophage"
"FCGR2A",0,2.17288178366326,0.7,0.055,0,"Macrophage"
"ACP5",0,2.16188558656292,0.694,0.149,0,"Macrophage"
"CTSS",0,2.12417954653816,0.858,0.344,0,"Macrophage"
"FCGR3A",0,2.11939507455191,0.645,0.034,0,"Macrophage"
"CAPG",0,2.11377172829572,0.727,0.301,0,"Macrophage"
"MMP9",0,2.09369490056946,0.34,0.031,0,"Macrophage"
"MAFB",0,2.06595738189807,0.732,0.091,0,"Macrophage"
"FOLR2",0,2.04207948350437,0.438,0.022,0,"Macrophage"
"HLA-DMA",0,2.02387813328691,0.814,0.229,0,"Macrophage"
"GRN",0,2.01912398386224,0.848,0.408,0,"Macrophage"
"CSTB",0,2.00849500411002,0.904,0.621,0,"Macrophage"
"HLA-DQB1",0,1.92288894453831,0.792,0.205,0,"Macrophage"
"DAB2",0,1.89474270132219,0.769,0.176,0,"Macrophage"
"CCL3",0,1.87239575459284,0.466,0.102,0,"Macrophage"
"TYMP",0,1.87199133957466,0.821,0.371,0,"Macrophage"
"SPI1",0,1.86284271481429,0.743,0.079,0,"Macrophage"
"MARCO",0,1.85457675425175,0.34,0.016,0,"Macrophage"
"SAT1",0,1.83721408109548,0.966,0.667,0,"Macrophage"
"CST3",0,1.82474971241107,0.966,0.57,0,"Macrophage"
"HLA-DMB",0,1.81549774617813,0.702,0.12,0,"Macrophage"
"ASAH1",0,1.80389933404098,0.802,0.342,0,"Macrophage"
"PLA2G7",0,1.79153366546656,0.528,0.022,0,"Macrophage"
"F13A1",0,1.7707308579894,0.328,0.017,0,"Macrophage"
"LST1",0,1.76634645555664,0.782,0.097,0,"Macrophage"
"SLC40A1",0,1.76149017168398,0.469,0.155,0,"Macrophage"
"IGSF6",0,1.73925035985711,0.565,0.036,0,"Macrophage"
"CYBB",0,1.71901893554961,0.68,0.062,0,"Macrophage"
"MRC1",0,1.71255129756287,0.563,0.025,0,"Macrophage"
"LY96",0,1.70038714265332,0.757,0.186,0,"Macrophage"
"VSIG4",0,1.69639253663344,0.52,0.021,0,"Macrophage"
"FCGRT",0,1.69627017299218,0.824,0.386,0,"Macrophage"
"PLAUR",0,1.67633989427771,0.59,0.166,0,"Macrophage"
"ATP6V1F",0,1.65286961575837,0.85,0.497,0,"Macrophage"
"CTSC",0,1.64863171895976,0.775,0.354,0,"Macrophage"
"RNASE6",0,1.6313601373882,0.651,0.082,0,"Macrophage"
"TREM2",0,1.63130670764124,0.487,0.011,0,"Macrophage"
"PLD3",0,1.62609963716503,0.699,0.278,0,"Macrophage"
"CD163",0,1.61842450132169,0.591,0.021,0,"Macrophage"
"LIPA",0,1.59421774042201,0.6,0.146,0,"Macrophage"
"STAB1",0,1.59315697736231,0.485,0.038,0,"Macrophage"
"VAMP8",0,1.58963346999484,0.891,0.466,0,"Macrophage"
"MSR1",0,1.58013054177486,0.562,0.015,0,"Macrophage"
"HMOX1",0,1.57987555038596,0.502,0.053,0,"Macrophage"
"CREG1",0,1.54998729908192,0.695,0.193,0,"Macrophage"
"ALOX5AP",0,1.51924888398225,0.673,0.219,0,"Macrophage"
"ITGB2",0,1.49927109021831,0.724,0.192,0,"Macrophage"
"S100A11",0,1.49913340219208,0.974,0.73,0,"Macrophage"
"TGFBI",0,1.4965995992472,0.714,0.186,0,"Macrophage"
"RNF130",0,1.49241304676962,0.718,0.177,0,"Macrophage"
"PLTP",0,1.49195318837375,0.521,0.141,0,"Macrophage"
"GPR34",0,1.47970634653523,0.48,0.03,0,"Macrophage"
"FBP1",0,1.47704055469781,0.398,0.1,0,"Macrophage"
"FPR3",0,1.47624426574335,0.595,0.027,0,"Macrophage"
"CSF1R",0,1.47576021948295,0.569,0.031,0,"Macrophage"
"KCTD12",0,1.47572245820588,0.681,0.124,0,"Macrophage"
"MNDA",0,1.45411345622706,0.565,0.048,0,"Macrophage"
"SDCBP",0,1.45172712503931,0.857,0.425,0,"Macrophage"
"LAPTM5",0,1.431531031452,0.867,0.361,0,"Macrophage"
"C1orf162",0,1.40906014172235,0.653,0.092,0,"Macrophage"
"GGTA1P",0,1.40062284241859,0.425,0.03,0,"Macrophage"
"SRGN",0,1.39595851593426,0.94,0.523,0,"Macrophage"
"LILRB4",0,1.39361604824641,0.501,0.029,0,"Macrophage"
"CXCL16",0,1.39171076817612,0.606,0.128,0,"Macrophage"
"CTSH",0,1.39119102014212,0.658,0.274,0,"Macrophage"
"PLIN2",0,1.3878097415636,0.58,0.187,0,"Macrophage"
"NINJ1",0,1.33115553068586,0.62,0.16,0,"Macrophage"
"ATP6V0B",0,1.31469984122146,0.799,0.462,0,"Macrophage"
"TNFSF13B",0,1.30909371808616,0.587,0.089,0,"Macrophage"
"FGL2",0,1.30496163462109,0.522,0.096,0,"Macrophage"
"S100A8",0,1.29171126247354,0.375,0.049,0,"Macrophage"
"ATP6V0C",0,1.28860005973234,0.884,0.544,0,"Macrophage"
"TMEM176B",0,1.28856146590395,0.727,0.269,0,"Macrophage"
"SLCO2B1",0,1.28692156371774,0.519,0.042,0,"Macrophage"
"AC093525.2",0,1.27582403933223,0.883,0.542,0,"Macrophage"
"CYBA",0,1.2661941196557,0.966,0.82,0,"Macrophage"
"AP2S1",0,1.26565655787221,0.831,0.485,0,"Macrophage"
"ITM2B",0,1.26522137414841,0.946,0.788,0,"Macrophage"
"FCGR1A",0,1.24518420742784,0.457,0.019,0,"Macrophage"
"RNASET2",0,1.2429334336897,0.751,0.405,0,"Macrophage"
"HNMT",0,1.23680819033769,0.657,0.196,0,"Macrophage"
"SERPINA1",0,1.20007134981694,0.51,0.091,0,"Macrophage"
"C3AR1",0,1.19752036186527,0.521,0.037,0,"Macrophage"
"SLC11A1",0,1.19174265226774,0.38,0.033,0,"Macrophage"
"NCF2",0,1.18275996783168,0.492,0.04,0,"Macrophage"
"GABARAP",0,1.17871864402959,0.958,0.751,0,"Macrophage"
"SGK1",0,1.16542029443263,0.527,0.124,0,"Macrophage"
"FCGR2B",0,1.13496065137429,0.381,0.049,0,"Macrophage"
"MFSD1",0,1.12110272775117,0.574,0.136,0,"Macrophage"
"RGS10",0,1.11644895860358,0.739,0.333,0,"Macrophage"
"CLEC7A",0,1.11406926705908,0.505,0.041,0,"Macrophage"
"PPT1",0,1.11202407746069,0.61,0.228,0,"Macrophage"
"SNX10",0,1.11071598235485,0.464,0.091,0,"Macrophage"
"GPX4",0,1.10858762806595,0.887,0.666,0,"Macrophage"
"ATP6V1B2",0,1.10341126991809,0.566,0.146,0,"Macrophage"
"SLC7A7",0,1.10229551834079,0.511,0.085,0,"Macrophage"
"CPVL",0,1.09699457524368,0.477,0.069,0,"Macrophage"
"GM2A",0,1.09411348921689,0.464,0.075,0,"Macrophage"
"CD86",0,1.09129762277721,0.505,0.045,0,"Macrophage"
"TMEM176A",0,1.08666510552254,0.665,0.247,0,"Macrophage"
"PILRA",0,1.08660508443556,0.461,0.026,0,"Macrophage"
"C5AR1",0,1.08077508406596,0.459,0.025,0,"Macrophage"
"MAF",0,1.07548912974445,0.527,0.128,0,"Macrophage"
"NPL",0,1.06809064066191,0.452,0.027,0,"Macrophage"
"RAB31",0,1.06490600551302,0.603,0.13,0,"Macrophage"
"BCL2A1",0,1.05359179158948,0.407,0.088,0,"Macrophage"
"TPP1",0,1.03181631366591,0.642,0.232,0,"Macrophage"
"SDS",0,1.02752634626856,0.295,0.01,0,"Macrophage"
"MPEG1",0,1.02209924305668,0.442,0.034,0,"Macrophage"
"CSTA",0,1.01016931368756,0.474,0.063,0,"Macrophage"
"RNF13",0,1.0093815384493,0.628,0.242,0,"Macrophage"
"ADAP2",0,1.00205454465745,0.439,0.033,0,"Macrophage"
"APLP2",0,0.992988123002341,0.733,0.346,0,"Macrophage"
"KCNMA1",0,0.990591089400237,0.386,0.025,0,"Macrophage"
"HCST",0,0.988648059568099,0.758,0.293,0,"Macrophage"
"CD4",0,0.967777099808772,0.515,0.075,0,"Macrophage"
"ARHGAP18",0,0.953254159651699,0.539,0.164,0,"Macrophage"
"C1orf54",0,0.942721493202981,0.429,0.112,0,"Macrophage"
"OLR1",0,0.939651629050175,0.332,0.015,0,"Macrophage"
"OAZ1",0,0.939219402827637,0.974,0.883,0,"Macrophage"
"ARRB2",0,0.918747894840229,0.556,0.125,0,"Macrophage"
"VMO1",0,0.914626046205015,0.313,0.019,0,"Macrophage"
"PLEK",0,0.901323666963217,0.444,0.069,0,"Macrophage"
"CPM",0,0.889617322408888,0.446,0.094,0,"Macrophage"
"ADA2",0,0.888277575039001,0.452,0.082,0,"Macrophage"
"MPP1",0,0.882036942750762,0.441,0.061,0,"Macrophage"
"SLAMF8",0,0.869087257499015,0.397,0.024,0,"Macrophage"
"RENBP",0,0.858088412661762,0.419,0.047,0,"Macrophage"
"IL4I1",0,0.851628557327332,0.311,0.034,0,"Macrophage"
"RASSF4",0,0.844496071843891,0.425,0.056,0,"Macrophage"
"LY86",0,0.839242266090414,0.444,0.068,0,"Macrophage"
"CD302",0,0.832933040355854,0.438,0.108,0,"Macrophage"
"BCAT1",0,0.831219975259004,0.394,0.06,0,"Macrophage"
"NRP1",0,0.827448431599409,0.442,0.095,0,"Macrophage"
"GNS",0,0.816727290933172,0.469,0.125,0,"Macrophage"
"CALHM6",0,0.816207303884813,0.4,0.052,0,"Macrophage"
"SAMHD1",0,0.811747389005371,0.566,0.169,0,"Macrophage"
"CD84",0,0.810355819199954,0.482,0.086,0,"Macrophage"
"TREM1",0,0.808641159315287,0.294,0.022,0,"Macrophage"
"TMSB4X",0,0.805909085049745,1,0.996,0,"Macrophage"
"HCK",0,0.805363035205903,0.411,0.037,0,"Macrophage"
"BLVRA",0,0.801636580064865,0.46,0.13,0,"Macrophage"
"TNFSF13",0,0.787017956235393,0.511,0.081,0,"Macrophage"
"ZEB2",0,0.778937912339081,0.556,0.162,0,"Macrophage"
